Quantity,Name,Simple Name,Set,Card Number,Set Code,Printing,Condition,Language,Rarity,Product ID,SKU
1,Channel,Channel,Unlimited Edition,189,2ED,Normal,Near Mint,English,Uncommon,9002,21816
1,Supreme Verdict,Supreme Verdict,Return to Ravnica,201,RTR,Normal,Near Mint,English,Rare,66459,1043267
1,Archangel Avacyn,Archangel Avacyn,Shadows over Innistrad,5,SOI,Normal,Near Mint,English,Mythic,114848,3092911
1,Council's Judgment (Borderless),Council's Judgment,Double Masters,336,2XM,Foil,Near Mint,English,Rare,218451,4503970
1,Pernicious Deed,Pernicious Deed,Conspiracy,191,CNS,Normal,Near Mint,English,Mythic,83269,1188445
1,Slaughter Pact,Slaughter Pact,Future Sight,78,FUT,Normal,Near Mint,English,Rare,14985,26466
1,Gaddock Teeg,Gaddock Teeg,Lorwyn,248,LRW,Normal,Near Mint,English,Rare,15499,2975
1,Bedlam Reveler,Bedlam Reveler,Prerelease Cards,118s,PRE,Foil,Near Mint,English,Rare,120714,3165664
1,Gilded Goose,Gilded Goose,Throne of Eldraine,160,ELD,Normal,Near Mint,English,Rare,198394,4176235
1,Pithing Needle,Pithing Needle,Return to Ravnica,231,RTR,Normal,Near Mint,English,Rare,66505,1043618
1,Remand,Remand,Ravnica: City of Guilds,63,RAV,Normal,Near Mint,English,Uncommon,13390,25157
1,Meekstone,Meekstone,7th Edition,307,7ED,Normal,Near Mint,English,Rare,2989,17074
1,Koth of the Hammer,Koth of the Hammer,Scars of Mirrodin,94,SOM,Normal,Near Mint,English,Mythic,36315,394047
1,Boros Signet,Boros Signet,Modern Masters 2017,217,MM3,Foil,Near Mint,English,Uncommon,128638,3317172
1,Whip of Erebos,Whip of Erebos,Theros,110,THS,Normal,Near Mint,English,Rare,71354,1134163
1,Abrupt Decay,Abrupt Decay,Return to Ravnica,141,RTR,Normal,Near Mint,English,Rare,66457,1043269
1,Swords to Plowshares,Swords to Plowshares,Eternal Masters,32,EMA,Foil,Near Mint,English,Uncommon,118607,3145807
1,"Sorin, Grim Nemesis","Sorin, Grim Nemesis",Shadows over Innistrad,251,SOI,Normal,Near Mint,English,Mythic,115895,3099031
1,Sulfur Falls,Sulfur Falls,Innistrad,248,ISD,Normal,Near Mint,English,Rare,52179,500385
1,Glacial Fortress,Glacial Fortress,Magic 2011 (M11),225,M11,Normal,Near Mint,English,Rare,35444,389667
1,Relic of Progenitus,Relic of Progenitus,Modern Masters,213,MMA,Normal,Near Mint,English,Uncommon,68451,1092725
1,Vexing Devil,Vexing Devil,Avacyn Restored,164,AVR,Normal,Near Mint,English,Rare,58287,853062
1,Chord of Calling,Chord of Calling,Magic 2015 (M15),172,M15,Normal,Near Mint,English,Rare,91110,1229182
1,Chasm Skulker,Chasm Skulker,Magic 2015 (M15),46,M15,Normal,Near Mint,English,Rare,90837,1226381
1,Desertion,Desertion,Visions,30,VIS,Normal,Near Mint,English,Rare,5824,19320
1,"Oona, Queen of the Fae","Oona, Queen of the Fae",Shadowmoor,172,SHM,Normal,Near Mint,English,Rare,18728,116910
1,Animate Dead,Animate Dead,Premium Deck Series: Graveborn,16,GRV,Foil,Near Mint,English,Promo,57244,734584
1,Coalition Relic,Coalition Relic,Duel Decks: Phyrexia vs. the Coalition,54,DDE,Normal,Near Mint,English,Rare,36850,397427
1,"Glissa, the Traitor","Glissa, the Traitor",Mirrodin Besieged,96,MBS,Normal,Near Mint,English,Mythic,39035,413848
1,"Ashiok, Nightmare Weaver","Ashiok, Nightmare Weaver",Theros,188,THS,Normal,Near Mint,English,Mythic,71088,1132253
1,Sudden Spoiling,Sudden Spoiling,Commander 2013,94,C13,Normal,Near Mint,English,Rare,72292,1140304
1,"Padeem, Consul of Innovation","Padeem, Consul of Innovation",Kaladesh,59,KLD,Foil,Near Mint,English,Rare,122930,3202627
1,Sol Ring,Sol Ring,Commander,261,CMD,Normal,Near Mint,English,Uncommon,46942,468951
1,Baleful Strix,Baleful Strix,Planechase 2012,82,PC2,Normal,Near Mint,English,Uncommon,59523,933151
1,Spellskite,Spellskite,New Phyrexia,159,NPH,Normal,Near Mint,English,Rare,39431,416745
1,"Chevill, Bane of Monsters (Extended Art)","Chevill, Bane of Monsters",Ikoria: Lair of Behemoths,330,IKO,Normal,Near Mint,English,Mythic,212249,4375283
1,Fatal Push,Fatal Push,FNM Promos,8,FNM,Foil,Near Mint,English,Promo,144780,3463714
1,Goryo's Vengeance,Goryo's Vengeance,Betrayers of Kamigawa,67,BOK,Normal,Near Mint,English,Rare,12271,24329
1,Balance,Balance,From the Vault: Exiled,1,V09,Foil,Near Mint,English,Mythic,32774,311611
1,Path to Exile,Path to Exile,Modern Masters,25,MMA,Normal,Near Mint,English,Uncommon,68306,1091275
1,"Shalai, Voice of Plenty","Shalai, Voice of Plenty",Dominaria,35,DOM,Normal,Near Mint,English,Rare,164228,3634740
1,"Tasigur, the Golden Fang","Tasigur, the Golden Fang",Prerelease Cards,87s,PRE,Foil,Near Mint,English,Promo,95626,1280206
1,Legion Loyalist,Legion Loyalist,Gatecrash,97,GTC,Normal,Near Mint,English,Rare,67436,1067657
1,Lightning Bolt,Lightning Bolt,Strixhaven: Mystical Archives,42,STA,Normal,Near Mint,English,Rare,235143,4883078
1,Profane Tutor (Extended Art),Profane Tutor,Modern Horizons 2,452,MH2,Foil,Near Mint,English,Rare,239413,4953014
1,Eldrazi Displacer,Eldrazi Displacer,Oath of the Gatewatch,13,OGW,Normal,Near Mint,English,Rare,110832,3042904
1,Dire Fleet Daredevil,Dire Fleet Daredevil,Rivals of Ixalan,99,RIX,Normal,Near Mint,English,Rare,155706,3569154
1,Inquisition of Kozilek,Inquisition of Kozilek,Strixhaven: Mystical Archives,31,STA,Normal,Near Mint,English,Rare,235377,4882958
1,Staff of Domination,Staff of Domination,Commander Legends,343,CMR,Normal,Near Mint,English,Rare,226687,4640916
1,Vizier of the Menagerie,Vizier of the Menagerie,Amonkhet,192,AKH,Normal,Near Mint,English,Mythic,129985,3327160
1,Malicious Affliction,Malicious Affliction,Eternal Masters,96,EMA,Foil,Near Mint,English,Rare,118765,3147387
1,"Ajani, Caller of the Pride","Ajani, Caller of the Pride",Magic 2013 (M13),1,M13,Normal,Near Mint,English,Mythic,59813,936907
1,"Muzzio, Visionary Architect","Muzzio, Visionary Architect",Conspiracy,23,CNS,Normal,Near Mint,English,Mythic,82900,1186549
1,Eternal Witness,Eternal Witness,Duel Decks: Izzet vs. Golgari,55,DDJ,Normal,Near Mint,English,Uncommon,66351,1041825
1,Ramunap Excavator,Ramunap Excavator,Hour of Devastation,129,HOU,Normal,Near Mint,English,Rare,134886,3410237
1,Dragonskull Summit,Dragonskull Summit,Magic 2013 (M13),222,M13,Normal,Near Mint,English,Rare,59829,937312
1,Smuggler's Copter,Smuggler's Copter,Kaladesh,235,KLD,Normal,Near Mint,English,Rare,122743,3201349
1,Burning-Tree Emissary,Burning-Tree Emissary,Gatecrash,216,GTC,Foil,Near Mint,English,Uncommon,67349,1066746
1,Sylvan Caryatid,Sylvan Caryatid,Theros,180,THS,Normal,Near Mint,English,Rare,71045,1131866
1,"Nissa, Voice of Zendikar","Nissa, Voice of Zendikar",Oath of the Gatewatch,138,OGW,Normal,Near Mint,English,Mythic,110797,3042559
1,"Thrun, the Last Troll","Thrun, the Last Troll",Mirrodin Besieged,92,MBS,Normal,Near Mint,English,Mythic,39052,413970
1,Pendelhaven,Pendelhaven,FNM Promos,5,FNM,Foil,Near Mint,English,Promo,38138,407645
1,Student of Warfare,Student of Warfare,Rise of the Eldrazi,47,ROE,Normal,Near Mint,English,Rare,34741,385429
1,Courser of Kruphix,Courser of Kruphix,Born of the Gods,119,BNG,Normal,Near Mint,English,Rare,79097,1165906
1,"Vivien, Arkbow Ranger","Vivien, Arkbow Ranger",Core Set 2020,199,M20,Normal,Near Mint,English,Mythic,192698,4107745
1,Sunpetal Grove,Sunpetal Grove,Magic 2012 (M12),229,M12,Normal,Near Mint,English,Rare,47661,474672
1,Mirrorpool,Mirrorpool,Oath of the Gatewatch,174,OGW,Normal,Near Mint,English,Mythic,110694,3041990
1,Secure the Wastes,Secure the Wastes,Dragons of Tarkir,36,DTK,Normal,Near Mint,English,Rare,96630,2743039
1,Ephemerate,Ephemerate,Strixhaven: Mystical Archives,5,STA,Normal,Near Mint,English,Rare,235370,4882413
1,Imprisoned in the Moon,Imprisoned in the Moon,Eldritch Moon,65,EMN,Normal,Near Mint,English,Rare,120434,3158344
1,"Isamaru, Hound of Konda","Isamaru, Hound of Konda",Champions of Kamigawa,19,CHK,Normal,Near Mint,English,Rare,12040,24099
1,Thundermaw Hellkite,Thundermaw Hellkite,Magic 2013 (M13),150,M13,Normal,Near Mint,English,Mythic,59841,937318
1,Counterspell (Borderless),Counterspell,Modern Horizons 2,308,MH2,Normal,Near Mint,English,Rare,238618,4943612
1,Dismember,Dismember,New Phyrexia,57,NPH,Normal,Near Mint,English,Uncommon,39509,417188
1,Voice of Resurgence,Voice of Resurgence,Modern Masters 2017,200,MM3,Normal,Near Mint,English,Mythic,128664,3317427
1,"Edric, Spymaster of Trest","Edric, Spymaster of Trest",Commander,196,CMD,Normal,Near Mint,English,Rare,46930,468948
1,Goblin Rabblemaster,Goblin Rabblemaster,Magic 2015 (M15),145,M15,Normal,Near Mint,English,Rare,90858,1226591
1,Lotus Cobra (Showcase),Lotus Cobra,Zendikar Rising,307,ZNR,Foil,Near Mint,English,Rare,221791,4540983
1,Fulminator Mage,Fulminator Mage,Shadowmoor,188,SHM,Normal,Near Mint,English,Rare,18640,116822
1,Blasphemous Act,Blasphemous Act,Innistrad,130,ISD,Normal,Near Mint,English,Rare,55902,505032
1,Chain Lightning,Chain Lightning,Premium Deck Series: Fire and Lightning,16,PD2,Foil,Near Mint,English,Common,38666,412058
1,Reclamation Sage,Reclamation Sage,Game Day & Store Championship Promos,194,GAME,Normal,Near Mint,English,Uncommon,91624,1240087
1,Rootbound Crag,Rootbound Crag,Magic 2013 (M13),228,M13,Normal,Near Mint,English,Rare,59832,937314
1,Blasphemous Act,Blasphemous Act,Commander 2014,172,C14,Normal,Near Mint,English,Rare,94334,1271015
1,Monastery Swiftspear,Monastery Swiftspear,Khans of Tarkir,118,KTK,Normal,Near Mint,English,Uncommon,93281,1258827
1,Bonecrusher Giant,Bonecrusher Giant,Prerelease Cards,115s,PRE,Foil,Near Mint,English,Rare,199902,4220142
1,Chainer's Edict,Chainer's Edict,Torment,57,TOR,Normal,Near Mint,English,Uncommon,9652,22447
1,Baneslayer Angel,Baneslayer Angel,Magic 2011 (M11),7,M11,Normal,Near Mint,English,Mythic,35383,389643
1,Cultivate (Alternate Art),Cultivate,Core Set 2021,317,M21,Foil,Near Mint,English,Rare,215558,4449013
1,Persist (Retro Frame),Persist,Modern Horizons 2,400,MH2,Foil,Near Mint,English,Rare,240126,4982917
1,Sun Titan,Sun Titan,Duel Decks: Heroes vs. Monsters,1,DDL,Foil,Near Mint,English,Mythic,70941,1130985
1,Grisly Salvage,Grisly Salvage,FNM Promos,11,FNM,Foil,Near Mint,English,Promo,71460,1134975
1,Sphinx's Revelation,Sphinx's Revelation,Return to Ravnica,200,RTR,Normal,Near Mint,English,Mythic,66497,1043551
1,"Kambal, Consul of Allocation","Kambal, Consul of Allocation",Kaladesh,183,KLD,Normal,Near Mint,English,Rare,122729,3201209
1,Pack Rat,Pack Rat,Return to Ravnica,73,RTR,Normal,Near Mint,English,Rare,66385,1042548
1,Ajani Vengeant,Ajani Vengeant,Duel Decks: Ajani vs. Nicol Bolas,1,DDH,Foil,Near Mint,English,Mythic,52109,500450
1,Silverblade Paladin,Silverblade Paladin,Avacyn Restored,36,AVR,Foil,Near Mint,English,Rare,58176,852087
1,Steel Leaf Champion,Steel Leaf Champion,Game Day & Store Championship Promos,182,GAME,Foil,Near Mint,English,Promo,162904,3624744
1,Worn Powerstone,Worn Powerstone,Urza's Saga,318,USG,Normal,Near Mint,English,Uncommon,7115,20581
1,Tinker,Tinker,Urza's Legacy,45,ULG,Normal,Near Mint,English,Uncommon,6400,19896
1,Oblivion Stone,Oblivion Stone,Iconic Masters,223,IMA,Normal,Near Mint,English,Rare,145326,3466787
1,Gideon Blackblade,Gideon Blackblade,War of the Spark,13,WAR,Normal,Near Mint,English,Mythic,188704,4005800
1,Ponder,Ponder,Magic 2010 (M10),68,M10,Normal,Near Mint,English,Common,32697,310804
1,Gaea's Will (Retro Frame),Gaea's Will,Modern Horizons 2,412,MH2,Foil,Near Mint,English,Rare,240252,4992880
1,Domri Rade,Domri Rade,Gatecrash,156,GTC,Normal,Near Mint,English,Mythic,67316,1066426
1,Oona's Prowler,Oona's Prowler,Lorwyn,133,LRW,Normal,Near Mint,English,Rare,15595,3743
1,Scavenging Ooze,Scavenging Ooze,Commander,170,CMD,Normal,Near Mint,English,Rare,47528,471909
1,Geist of Saint Traft,Geist of Saint Traft,Innistrad,213,ISD,Normal,Near Mint,English,Mythic,55933,505207
1,Light Up the Stage,Light Up the Stage,FNM Promos,107,FNM,Foil,Near Mint,English,Promo,182126,3925937
1,Stormbreath Dragon,Stormbreath Dragon,Theros,143,THS,Normal,Near Mint,English,Mythic,71048,1131898
1,Hero's Downfall,Hero's Downfall,Theros,90,THS,Normal,Near Mint,English,Rare,71183,1132833
1,Misdirection,Misdirection,Conspiracy,102,CNS,Normal,Near Mint,English,Rare,82890,1186449
1,Entreat the Angels,Entreat the Angels,Avacyn Restored,20,AVR,Normal,Near Mint,English,Mythic,58310,853494
1,Bloodbraid Elf,Bloodbraid Elf,Eternal Masters,197,EMA,Normal,Near Mint,English,Uncommon,118411,3144432
1,Grafdigger's Cage,Grafdigger's Cage,Dark Ascension,149,DKA,Normal,Near Mint,English,Rare,57673,760566
1,Terminate,Terminate,Alara Reborn,46,ARB,Foil,Near Mint,English,Common,31818,263085
1,"Nahiri, the Harbinger","Nahiri, the Harbinger",Shadows over Innistrad,247,SOI,Normal,Near Mint,English,Mythic,115277,3095407
1,Expedition Map,Expedition Map,Zendikar,201,ZEN,Normal,Near Mint,English,Common,33294,315204
1,Rekindling Phoenix,Rekindling Phoenix,Rivals of Ixalan,111,RIX,Normal,Near Mint,English,Mythic,155691,3569004
1,Meloku the Clouded Mirror,Meloku the Clouded Mirror,Modern Masters,52,MMA,Normal,Near Mint,English,Rare,68325,1091465
1,Beast Within,Beast Within,Planechase 2012,57,PC2,Normal,Near Mint,English,Uncommon,59585,933094
1,Dark Ritual,Dark Ritual,Strixhaven: Mystical Archives,26,STA,Normal,Near Mint,English,Rare,235245,4881768
1,Ulvenwald Tracker,Ulvenwald Tracker,Modern Masters 2017,144,MM3,Normal,Near Mint,English,Rare,128954,3319517
1,Regrowth,Regrowth,Strixhaven: Mystical Archives,56,STA,Foil,Near Mint,English,Rare,235610,4853742
1,Mutilate,Mutilate,Magic 2013 (M13),102,M13,Normal,Near Mint,English,Rare,59900,939012
1,Clever Impersonator,Clever Impersonator,Khans of Tarkir,34,KTK,Normal,Near Mint,English,Mythic,92948,1254806
1,Bonfire of the Damned,Bonfire of the Damned,Avacyn Restored,129,AVR,Normal,Near Mint,English,Mythic,58296,853345
1,Dragonmaster Outcast,Dragonmaster Outcast,Battle for Zendikar,144,BFZ,Normal,Near Mint,English,Mythic,105295,2955081
1,"Polukranos, World Eater","Polukranos, World Eater",Theros,172,THS,Normal,Near Mint,English,Mythic,70925,1130833
1,Mistcutter Hydra,Mistcutter Hydra,Theros,162,THS,Normal,Near Mint,English,Rare,71275,1133468
1,Restoration Angel,Restoration Angel,Avacyn Restored,32,AVR,Normal,Near Mint,English,Rare,58175,852069
1,Greater Gargadon,Greater Gargadon,Time Spiral,161,TSP,Normal,Near Mint,English,Rare,14251,25853
1,Delver of Secrets,Delver of Secrets,Innistrad,51,ISD,Normal,Near Mint,English,Common,56246,505915
1,Knight of the White Orchid,Knight of the White Orchid,Duel Decks: Knights vs. Dragons,6,DDG,Normal,Near Mint,English,Rare,46817,468049
1,Banishing Light,Banishing Light,FNM Promos,9,FNM,Foil,Near Mint,English,Promo,92498,1252189
1,Thespian's Stage,Thespian's Stage,Gatecrash,248,GTC,Normal,Near Mint,English,Rare,67444,1067722
1,Dovin's Veto,Dovin's Veto,Time Spiral: Remastered,375,TSR,Normal,Near Mint,English,Special,234272,4823199
1,Dig Through Time,Dig Through Time,Khans of Tarkir,36,KTK,Normal,Near Mint,English,Rare,93224,1258257
1,Ancient Grudge,Ancient Grudge,Innistrad,127,ISD,Foil,Near Mint,English,Common,56285,505996
1,Boros Charm,Boros Charm,Commander Legends,442,CMR,Normal,Near Mint,English,Uncommon,226890,4649061
1,Zealous Conscripts,Zealous Conscripts,Avacyn Restored,166,AVR,Normal,Near Mint,English,Rare,58300,853400
1,"Akroma, Angel of Fury","Akroma, Angel of Fury",Planar Chaos,94,PLC,Normal,Near Mint,English,Rare,14680,26161
1,Mind Stone,Mind Stone,Commander 2014,250,C14,Normal,Near Mint,English,Uncommon,94416,1271427
1,Farseek,Farseek,Magic 2013 (M13),170,M13,Normal,Near Mint,English,Common,60017,939231
1,Blade Splicer,Blade Splicer,New Phyrexia,4,NPH,Foil,Near Mint,English,Rare,39468,417429
1,Daze,Daze,Nemesis,30,NMS,Normal,Near Mint,English,Common,7142,20608
1,Memory Lapse,Memory Lapse,Strixhaven: Mystical Archives,16,STA,Foil,Near Mint,English,Rare,235396,4844777
1,Brainstorm,Brainstorm,Strixhaven: Mystical Archives,13,STA,Normal,Near Mint,English,Rare,235389,4881238
1,Gifts Ungiven,Gifts Ungiven,Modern Masters,46,MMA,Normal,Near Mint,English,Rare,68321,1091425
1,Lightning Helix,Lightning Helix,Strixhaven: Mystical Archives,62,STA,Normal,Near Mint,English,Rare,235493,4883148
1,Wall of Blossoms,Wall of Blossoms,From the Vault: Twenty,6,V13,Foil,Near Mint,English,Mythic,70785,1129980
1,Mirran Crusader,Mirran Crusader,Mirrodin Besieged,14,MBS,Normal,Near Mint,English,Rare,39033,413838
1,Inevitable Betrayal (Retro Frame),Inevitable Betrayal,Modern Horizons 2,390,MH2,Foil,Near Mint,English,Rare,240281,4995120
1,"Nissa, Steward of Elements","Nissa, Steward of Elements",Amonkhet,204,AKH,Normal,Near Mint,English,Mythic,130051,3327500
1,Aven Mindcensor,Aven Mindcensor,Amonkhet,5,AKH,Normal,Near Mint,English,Rare,129724,3325517
1,Wall of Omens,Wall of Omens,Rise of the Eldrazi,53,ROE,Normal,Near Mint,English,Uncommon,34747,385457
1,Rakdos Signet,Rakdos Signet,Dissension,165,DIS,Normal,Near Mint,English,Common,13931,25533
1,Frantic Search,Frantic Search,Urza's Legacy,32,ULG,Normal,Near Mint,English,Common,6313,19809
1,Izzet Signet,Izzet Signet,Guildpact,152,GPT,Normal,Near Mint,English,Common,13719,25321
1,Terastodon,Terastodon,Media Promos,A6,MEDIA,Foil,Near Mint,English,Promo,71285,1133528
1,Sundering Titan,Sundering Titan,Archenemy,118,ARC,Normal,Near Mint,English,Rare,37233,397285
1,Kitchen Finks,Kitchen Finks,Shadowmoor,229,SHM,Normal,Near Mint,English,Uncommon,18683,116865
1,Selesnya Signet,Selesnya Signet,Commander 2013,257,C13,Normal,Near Mint,English,Common,72259,1140139
1,Yahenni's Expertise,Yahenni's Expertise,Game Day & Store Championship Promos,75,GAME,Foil,Near Mint,English,Promo,125844,3254376
1,Mana Tithe,Mana Tithe,Planar Chaos,25,PLC,Normal,Near Mint,English,Common,14757,26238
1,Fireblast,Fireblast,Visions,79,VIS,Normal,Near Mint,English,Common,5841,19337
1,Exhume,Exhume,Urza's Saga,134,USG,Normal,Near Mint,English,Common,6864,20345
1,"Chandra, Pyromaster","Chandra, Pyromaster",Magic 2015 (M15),134,M15,Normal,Near Mint,English,Mythic,91063,1228772
1,Hymn to Tourach (Wolf),Hymn to Tourach,Fallen Empires,38a,FEM,Normal,Near Mint,English,Common,3680,17681
1,Nevinyrral's Disk,Nevinyrral's Disk,Modern Horizons 2,298,MH2,Foil,Near Mint,English,Rare,240046,4979420
1,Anger of the Gods,Anger of the Gods,Theros,112,THS,Normal,Near Mint,English,Rare,71191,1132861
1,Sol Talisman,Sol Talisman,Modern Horizons 2,236,MH2,Normal,Near Mint,English,Rare,240266,4993805
1,Spear of Heliod,Spear of Heliod,Theros,33,THS,Normal,Near Mint,English,Rare,71180,1132803
1,Grim Lavamancer,Grim Lavamancer,Premium Deck Series: Fire and Lightning,1,PD2,Foil,Near Mint,English,Rare,38674,412054
1,Sakura-Tribe Elder,Sakura-Tribe Elder,Champions of Kamigawa,239,CHK,Normal,Near Mint,English,Common,12154,24213
1,Ghost Quarter,Ghost Quarter,Innistrad,240,ISD,Normal,Near Mint,English,Uncommon,52174,500297
1,Akroma's Vengeance,Akroma's Vengeance,From the Vault: Twenty,11,V13,Foil,Near Mint,English,Mythic,70759,1129852
1,Figure of Destiny,Figure of Destiny,Modern Masters,189,MMA,Normal,Near Mint,English,Rare,68435,1092565
1,Phyrexian Revoker,Phyrexian Revoker,Magic 2015 (M15),225,M15,Normal,Near Mint,English,Rare,91089,1228981
1,Rude Awakening,Rude Awakening,Fifth Dawn,92,5DN,Normal,Near Mint,English,Rare,11861,23934
1,Brainstone (Retro Frame) (Foil Etched),Brainstone,Modern Horizons 2,426,MH2,Foil,Near Mint,English,Uncommon,239425,4953249
1,Bogardan Hellkite,Bogardan Hellkite,Duel Decks: Knights vs. Dragons,47,DDG,Foil,Near Mint,English,Mythic,46862,468189
1,Preordain,Preordain,Magic 2011 (M11),70,M11,Normal,Near Mint,English,Common,35529,390628
1,Abbot of Keral Keep,Abbot of Keral Keep,Magic Origins,127,ORI,Normal,Near Mint,English,Rare,100277,2898977
1,Control Magic,Control Magic,Duel Decks: Jace vs. Vraska,30,DDM,Normal,Near Mint,English,Uncommon,79923,1170181
1,"Linvala, the Preserver","Linvala, the Preserver",Oath of the Gatewatch,25,OGW,Normal,Near Mint,English,Mythic,110803,3042619
1,Spreading Seas,Spreading Seas,Zendikar,70,ZEN,Normal,Near Mint,English,Common,33438,315257
1,Gush,Gush,Mercadian Masques,82,MMQ,Normal,Near Mint,English,Common,6547,20040
1,Wear // Tear,Wear,Dragon's Maze,135,DGM,Normal,Near Mint,English,Uncommon,67878,1076372
1,Reflector Mage,Reflector Mage,Oath of the Gatewatch,157,OGW,Normal,Near Mint,English,Uncommon,110807,3042659
1,Qasali Pridemage,Qasali Pridemage,Alara Reborn,75,ARB,Normal,Near Mint,English,Common,31791,262719
1,Mimic Vat,Mimic Vat,Scars of Mirrodin,175,SOM,Normal,Near Mint,English,Rare,36514,394998
1,Inkwell Leviathan,Inkwell Leviathan,Premium Deck Series: Graveborn,10,GRV,Foil,Near Mint,English,Promo,57367,738338
1,Loxodon Warhammer,Loxodon Warhammer,Mirrodin,201,MRD,Normal,Near Mint,English,Uncommon,11305,7607
1,Azorius Signet,Azorius Signet,Modern Masters 2017,215,MM3,Normal,Near Mint,English,Uncommon,128635,3317137
1,Desecration Demon,Desecration Demon,Return to Ravnica,63,RTR,Normal,Near Mint,English,Rare,66465,1043347
1,Hornet Queen,Hornet Queen,Magic 2015 (M15),178,M15,Normal,Near Mint,English,Rare,90979,1228140
1,Arbor Elf,Arbor Elf,Magic 2013 (M13),160,M13,Normal,Near Mint,English,Common,60009,939129
1,Wake Thrasher,Wake Thrasher,Eventide,31,EVE,Normal,Near Mint,English,Rare,27234,182682
1,Despark,Despark,Strixhaven: Mystical Archives,59,STA,Normal,Near Mint,English,Rare,235293,4882033
1,Boros Reckoner,Boros Reckoner,Gatecrash,215,GTC,Normal,Near Mint,English,Rare,67481,1067964
1,Young Pyromancer,Young Pyromancer,Magic 2014 (M14),163,M14,Normal,Near Mint,English,Uncommon,69087,1097624
1,Heart of Kiran,Heart of Kiran,Aether Revolt,153,AER,Normal,Near Mint,English,Mythic,125847,3254396
1,Stromkirk Noble,Stromkirk Noble,Innistrad,164,ISD,Normal,Near Mint,English,Rare,52195,501156
1,Negate,Negate,Strixhaven: Mystical Archives,18,STA,Foil,Near Mint,English,Uncommon,235301,4843002
1,Frost Titan,Frost Titan,Magic 2011 (M11),55,M11,Normal,Near Mint,English,Mythic,35556,390987
1,Rift Bolt,Rift Bolt,Modern Masters,126,MMA,Normal,Near Mint,English,Common,68387,1092085
1,Tombstalker,Tombstalker,Modern Masters,102,MMA,Normal,Near Mint,English,Rare,68367,1091885
1,Myr Battlesphere,Myr Battlesphere,Scars of Mirrodin,180,SOM,Normal,Near Mint,English,Rare,36343,394281
1,Simic Signet,Simic Signet,Commander 2013,258,C13,Normal,Near Mint,English,Common,72264,1140164
1,Orzhov Signet,Orzhov Signet,Guildpact,155,GPT,Normal,Near Mint,English,Common,13744,25346
1,Mogg War Marshal,Mogg War Marshal,Modern Masters,122,MMA,Normal,Near Mint,English,Common,68383,1092045
1,Containment Priest,Containment Priest,Commander 2014,5,C14,Normal,Near Mint,English,Rare,94219,1270413
1,Harmonize,Harmonize,Strixhaven: Mystical Archives,52,STA,Normal,Near Mint,English,Rare,235317,4882778
1,Spectral Procession,Spectral Procession,Duel Decks: Sorin vs. Tibalt,26,DDK,Normal,Near Mint,English,Uncommon,67815,1075587
1,Slagstorm,Slagstorm,Mirrodin Besieged,75,MBS,Normal,Near Mint,English,Rare,39101,414274
1,Faithless Looting,Faithless Looting,Dark Ascension,87,DKA,Normal,Near Mint,English,Common,57594,759923
1,Vampire Nighthawk,Vampire Nighthawk,Zendikar,116,ZEN,Normal,Near Mint,English,Uncommon,33467,315290
1,Miscalculation,Miscalculation,Urza's Legacy,36,ULG,Normal,Near Mint,English,Common,6343,19839
1,Vampire Hexmage,Vampire Hexmage,Zendikar,114,ZEN,Normal,Near Mint,English,Uncommon,33465,315156
1,Imposing Sovereign,Imposing Sovereign,Magic 2014 (M14),22,M14,Normal,Near Mint,English,Rare,69892,1124624
1,Sarkhan the Masterless,Sarkhan the Masterless,War of the Spark,143,WAR,Normal,Near Mint,English,Rare,188706,4005820
1,Thirst for Knowledge,Thirst for Knowledge,Modern Masters,67,MMA,Normal,Near Mint,English,Uncommon,68337,1091585
1,Invisible Stalker,Invisible Stalker,Innistrad,60,ISD,Normal,Near Mint,English,Uncommon,52194,501155
1,Doom Blade,Doom Blade,Strixhaven: Mystical Archives,28,STA,Normal,Near Mint,English,Rare,235308,4882153
1,Rishadan Dockhand,Rishadan Dockhand,Modern Horizons 2,59,MH2,Normal,Near Mint,English,Rare,239401,4951789
1,Spell Pierce,Spell Pierce,Zendikar,67,ZEN,Normal,Near Mint,English,Common,33433,315336
1,Flame Slash,Flame Slash,Rise of the Eldrazi,145,ROE,Normal,Near Mint,English,Common,34839,385241
1,Putrefy,Putrefy,Strixhaven: Mystical Archives,63,STA,Normal,Near Mint,English,Rare,235357,4883693
1,Thragtusk,Thragtusk,Magic 2013 (M13),193,M13,Normal,Near Mint,English,Rare,59807,936903
1,Flametongue Kavu,Flametongue Kavu,Planeshift,60,PLS,Normal,Near Mint,English,Uncommon,7799,21244
1,Vault Skirge,Vault Skirge,New Phyrexia,76,NPH,Normal,Near Mint,English,Common,39598,417194
1,Tragic Slip,Tragic Slip,Duel Decks: Jace vs. Vraska,66,DDM,Normal,Near Mint,English,Common,79959,1170371
1,Dualcaster Mage,Dualcaster Mage,Commander 2014,34,C14,Normal,Near Mint,English,Rare,94111,1269716
1,Bloodchief's Thirst,Bloodchief's Thirst,Zendikar Rising,94,ZNR,Normal,Near Mint,English,Uncommon,221776,4539527
1,Earthshaker Khenra,Earthshaker Khenra,Hour of Devastation,90,HOU,Normal,Near Mint,English,Rare,135053,3411214
1,Judge's Familiar,Judge's Familiar,Ravnica Allegiance: Guild Kits,14,GK2,Normal,Near Mint,English,Uncommon,184804,3971236
